"",(18·3–22·0),"",(42·9–47·3),"",(37·7–43·3),"",(1·4–4·6),"",(7·6–9·4),"",(69·2–73·5),"",(59·5–66·4),"",(29·8–36·9),"",(57·7–64·4),"",(39·8–48·8),"",(72·5–93·8)
2000–04,25·6,"",53·1,"",48·4,"",3·8,"",9·7,"",78·3,"",67·3,"",37·8,"",72·7,"",39·9,"",86·1
"",(23·6–27·7),"",(51·2–55·1),"",(45·9–50·9),"",(2·2–5·3),"",(8·9–10·6),"",(76·5–80·2),"",(63·8–70·7),"",(34·4–41·2),"",(70·2–75·3),"",(36·2–43·6),"",(74·5–97·6)
2005–09,26·7,"",56·0,"",55·2,"",5·2,"",11·4,"",80·2,"",68·9,"",37·5,"",78·1,"",37·9,"",75·7
"",(24·6–28·8),"",(53·9–58·0),"",(52·7–57·7),"",(3·3–7·0),"",(10·4–12·3),"",(78·5–82·0),"",(65·4–72·5),"",(34·4–40·6),"",(76·1–80·2),"",(34·4–41·4),"",(63·8–87·6)
Spanish registries†,"","","","","","","","","","","","","","","","","","","","",""
1995–99,25·1,"",52·0,"",49·0,"",10·2,"",10·2,"",77·8,"",61·7,"",35·3,"",73·7,"",48·5,"",73·8
"",(24·0–26·2),"",(51·1–53·0),"",(47·4–50·5),"",(9·0–11·4),"",(9·7–10·7),"",(76·8–78·7),"",(59·4–64·0),"",(33·4–37·1),"",(72·3–75·0),"",(46·5–50·5),"",(68·3–79·3)
2000–04,25·3,"",56·1,"",55·2,"",14·3,"",11·5,"",82·2,"",63·4,"",38·1,"",84·6,"",50·7,"",81·5
"",(24·2–26·4),"",(55·2–56·9),"",(53·8–56·6),"",(13·1–15·4),"",(11·0–12·0),"",(81·3–83·0),"",(61·1–65·7),"",(36·2–39·9),"",(83·8–85·5),"",(48·9–52·5),"",(76·9–86·1)
2005–09,27·3,"",59·3,"",57·6,"",15·8,"",12·6,"",83·7,"",65·2,"",38·4,"",87·1,"",52·0,"",83·3
"",(26·1–28·5),"",(58·4–60·1),"",(56·2–59·0),"",(14·6–17·1),"",(12·1–13·1),"",(82·8–84·5),"",(62·9–67·6),"",(36·6–40·2),"",(86·3–87·9),"",(50·2–53·9),"",(79·1–87·4)
Sweden*,"","","","","","","","","","","","","","","","","","","","",""
1995–99,21·2,"",55·4,"",57·9,"",5·3,"",12·2,"",83·8,"",65·0,"",40·8,"",75·4,"",48·5,"",85·0
"",(19·9–22·5),"",(54·4–56·5),"",(56·6–59·2),"",(4·3–6·4),"",(11·6–12·9),"",(83·1–84·5),"",(62·9–67·1),"",(39·2–42·4),"",(74·5–76·2),"",(46·8–50·3),"",(80·5–89·5)
2000–04,21·0,"",59·4,"",59·6,"",6·8,"",13·3,"",85·6,"",66·6,"",42·8,"",86·1,"",55·0,"",86·8
"",(19·6–22·3),"",(58·5–60·4),"",(58·4–60·8),"",(5·6–8·0),"",(12·7–14·0),"",(84·9–86·3),"",(64·4–68·8),"",(41·2–44·4),"",(85·5–86·7),"",(53·3–56·7),"",(82·6–90·9)
2005–09,23·2,"",62·5,"",62·0,"",11·1,"",15·6,"",86·2,"",67·8,"",43·5,"",89·2,"",59·2,"",85·5
"",(21·7–24·6),"",(61·6–63·5),"",(60·9–63·2),"",(9·5–12·7),"",(14·9–16·4),"",(85·5–86·9),"",(65·6–70·0),"",(41·9–45·1),"",(88·7–89·8),"",(57·5–60·8),"",(80·9–90·1)
Swiss registries†,"","","","","","","","","","","","","","","","","","","","",""
1995–99,23·6,"",54·5,"",53·8,"",9·0,"",13·0,"",78·7,"",63·5,"",35·0,"",76·0,"",51·7,"",85·6
"",(21·4–25·8),"",(52·8–56·3),"",(51·2–56·4),"",(7·0–11·1),"",(12·1–13·9),"",(77·4–80·0),"",(59·5–67·5),"",(32·4–37·6),"",(74·2–77·7),"",(48·7–54·7),"",(80·3–90·8)
2000–04,28·2,"",61·4,"",58·9,"",11·8,"",14·5,"",84·0,"",63·8,"",35·7,"",85·9,"",56·0,"",87·3
"",(25·9–30·6),"",(59·9–62·9),"",(56·6–61·3),"",(9·9–13·7),"",(13·6–15·5),"",(82·8–85·1),"",(59·7–68·0),"",(33·1–38·3),"",(84·7–87·0),"",(53·3–58·8),"",(82·5–92·2)
2005–09,30·4,"",63·3,"",63·8,"",13·6,"",16·5,"",85·5,"",65·4,"",37·7,"",88·0,"",58·1,"",88·4
"",(28·0–32·9),"",(61·9–64·8),"",(61·5–66·1),"",(11·6–15·7),"",(15·6–17·5),"",(84·4–86·6),"",(61·1–69·6),"",(35·3–40·2),"",(87·0–89·0),"",(55·6–60·7),"",(83·8–93·0)
UK*,"","","","","","","","","","","","","","","","","","","","",""
1995–99,14·5,"",48·1,"",49·1,"",6·7,"",7·3,"",74·2,"",58·0,"",32·8,"",68·2,"",42·4,"",79·1
"",(14·1–14·9),"",(47·7–48·5),"",(48·6–49·7),"",(6·1–7·4),"",(7·2–7·5),"",(73·9–74·5),"",(57·1–58·8),"",(32·2–33·3),"",(67·7–68·7),"",(41·7–43·1),"",(77·0–81·2)
2000–04,16·5,"",51·4,"",53·9,"",8·1,"",8·5,"",78·7,"",59·1,"",34·5,"",80·3,"",45·3,"",85·9
"",(16·0–16·9),"",(51·1–51·8),"",(53·4–54·5),"",(7·5–8·7),"",(8·4–8·7),"",(78·4–78·9),"",(58·2–60·0),"",(34·0–35·0),"",(80·0–80·7),"",(44·6–45·9),"",(84·2–87·7)
2005–09,18·5,"",53·8,"",56·6,"",9·3,"",9·6,"",81·1,"",60·2,"",36·4,"",83·2,"",47·4,"",89·1
"",(18·0–19·0),"",(53·5–54·2),"",(56·1–57·1),"",(8·7–9·9),"",(9·4–9·8),"",(80·9–81·4),"",(59·3–61·1),"",(35·9–37·0),"",(82·9–83·5),"",(46·7–48·0),"",(87·6–90·7)
