Qatar*,"","","","","","","","","","","","","","","","","","","","",""
1995–99,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
2000–04,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
2005–09,27.3,"",68.2,"",77.8,"",4.1,"",13.2,"",85.3,"",85.5,"",37.2,"",55.3 ,"",52.8,"",NA
"",(11.8–42.7),"",(48.2–88.1),"",(58.3–97.3),"",(0.0–10.3),"",(3.2–23.2),"",(66.8–,"",(71.6–99.3),"",(10.1–64.2),"",(47.2–63.4),"",(29.6–76.0),"",""
"","","","","","","","","","","",100.0),"","","","","","","","","",""
Saudi Arabia*,"","","","","","","","","","","","","","","","","","","","",""
1995–99,33.6§,"",43.3§,"",61.0§,"",23.5§,"",21.3§,"",70.9§,"",62.2§,"",49.4§,"",64.8§,"",61.4§,"",NA
"",(20.8–46.3),"",(31.9–54.7),"",(8.3–100.0),"",(15.5–31.5),"",(8.5–34.1),"",(56.6–85.3),"",(50.6–73.8),"",(31.6–67.3),"",(53.9–75.8),"",(47.1–75.7),"",""
2000–04,44.1§,"",49.0§,"",59.3§,"",16.0§,"",12.9§,"",78.4§,"",65.6§,"",53.0§,"",65.3§,"",50.9§,"",NA
"",(31.8–56.3),"",(37.8–60.2),"",(7.3– 100.0),"",(10.8–21.2),"",(7.3–18.5),"",(68.3–88.5),"",(56.8–74.4),"",(38.2–67.9),"",(55.8–74.8),"",(41.4–60.4),"",""
2005–09,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
Taiwan*,"","","","","","","","","","","","","","","","","","","","",""
1995–99,36.1,"",56.2,"",56.2,"",17.1,"",13.3,"",77.2,"",75.4,"",44.2,"",69.7,"",24.3,"",63.4
"",(35.2–37.0),"",(55.2–57.1),"",(55.0–57.4),"",(16.6–17.6),"",(12.8–13.8),"",(75.4–79.0),"",(74.5–76.3),"",(41.0–47.4),"",(67.5–71.9),"",(22.3–26.3),"",(59.4–67.3)
2000–04,35.8,"",57.1,"",58.1,"",19.5,"",11.6,"",80.7,"",74.5,"",44.3,"",76.0,"",22.3,"",71.8
"",(35.0–36.6),"",(56.3–57.8),"",(57.1–59.1),"",(19.1–19.9),"",(11.3–12.0),"",(79.4–82.1),"",(73.6–75.4),"",(42.0–46.6),"",(74.3–77.7),"",(20.7–23.9),"",(68.1–75.5)
2005–09,36.4,"",59.5,"",60.5,"",22.2,"",14.3,"",82.4,"",74.0,"",45.6,"",77.9,"",22.9,"",77.9
"",(35.5–37.2),"",(58.8–60.2),"",(59.5–61.4),"",(21.8–22.6),"",(13.9–14.7),"",(81.1–83.6),"",(73.0–75.0),"",(43.5–47.8),"",(76.5–79.3),"",(21.4–24.3),"",(74.5–81.3)
Thai registries,"","","","","","","","","","","","","","","","","","","","",""
1995–99,18.5,"",43.7,"",34.9,"",15.6,"",31.9,"",65.9,"",55.0,"",55.7,"",51.3,"",9.7,"",51.2
"",(9.7–27.4),"",(34.0–53.4),"",(22.7–47.1),"",(12.0–19.2),"",(20.2–43.6),"",(50.3–81.6),"",(48.8–61.3),"",(36.1–75.4),"",(30.8–71.7),"",(3.4–16.0),"",(39.5–62.9)
2000–04,15.3,"",52.2,"",35.7,"",10.5,"",9.7,"",72.9,"",57.7,"",47.3,"",64.7,"",17.2,"",58.9
"",(11.1–19.6),"",(47.4–57.1),"",(30.2–41.2),"",(9.2–11.8),"",(8.3–11.2),"",(63.7–82.0),"",(54.4–61.0),"",(37.4–57.1),"",(56.4–72.9),"",(12.2–22.3),"",(49.2–68.6)
