2000–04,22·0,"",58·4,"",61·7,"",7·4,"",11·7,"",84·1,"",70·6,"",40·2,"",82·4,"",48·9,"",87·7
"",(20·2–23·9),"",(57·2–59·6),"",(60·1–63·3),"",(5·1–9·7),"",(10·9–12·4),"",(83·0–85·1),"",(67·8–73·5),"",(38·2–42·3),"",(81·4–83·5),"",(46·3–51·5),"",(82·3–93·1)
2005–09,24·1,"",61·8,"",64·6,"",9·5,"",15·0,"",85·9,"",71·4,"",40·3,"",86·3,"",53·6,"",89·7
"",(22·1–26·1),"",(60·6–62·9),"",(63·0–66·2),"",(6·9–12·2),"",(14·1–15·8),"",(84·9–87·0),"",(68·6–74·3),"",(38·3–42·4),"",(85·4–87·2),"",(51·0–56·2),"",(84·4–94·9)
Poland*,"","","","","","","","","","","","","","","","","","","","",""
1995–99,14·2,"",40·0,"",36·7,"",7·9§,"",11·4,"",66·9,"",50·0,"",30·6,"",54·3,"",44·1,"",..
"",(13·2–15·1),"",(38·7–41·3),"",(35·3–38·2),"",(6·5–9·3),"",(10·9–11·9),"",(65·4–68·3),"",(48·4–51·5),"",(28·8–32·4),"",(52·1–56·5),"",(38·9–49·4),"",""
2000–04,15·7,"",45·7,"",42·8,"",9·2§,"",11·7,"",72·3,"",51·7,"",32·8,"",68·5,"",44·5,"",..
"",(15·1–16·2),"",(45·1–46·4),"",(42·0–43·5),"",(8·4–10·1),"",(11·4–12·0),"",(71·6–72·9),"",(50·9–52·6),"",(31·9–33·7),"",(67·6–69·4),"",(40·4–48·5),"",""
2005–09,18·6,"",50·1,"",46·9,"",10·4§,"",13·4,"",74·1,"",53·0,"",34·3,"",74·1,"",49·0,"",..
"",(18·0–19·2),"",(49·5–50·7),"",(46·1–47·6),"",(9·5–11·3),"",(13·1–13·7),"",(73·5–74·7),"",(52·1–53·9),"",(33·5–35·2),"",(73·4–74·9),"",(45·2–52·7),"",""
Portugal*,"","","","","","","","","","","","","","","","","","","","",""
1995–99,26·6,"",48·8,"",46·0,"",7·7,"",10·4,"",74·9,"",54·0,"",33·9,"",81·3,"",40·0,"",66·5
"",(24·5–28·7),"",(46·7–50·9),"",(43·2–48·8),"",(4·7–10·7),"",(9·1–11·7),"",(72·8–76·9),"",(50·0–58·0),"",(29·8–38·1),"",(79·2–83·4),"",(35·3–44·7),"",(51·5–81·4)
2000–04,29·7,"",56·3,"",54·2,"",13·4,"",10·4,"",81·4,"",60·3,"",39·4,"",87·2,"",41·2,"",80·6
"",(28·8–30·6),"",(55·4–57·3),"",(52·9–55·5),"",(11·5–15·2),"",(9·8–11·0),"",(80·5–82·4),"",(58·4–62·1),"",(37·2–41·7),"",(86·2–88·1),"",(38·9–43·5),"",(74·7–86·5)
2005–09,32·6,"",60·3,"",58·2,"",15·6,"",12·8,"",83·4,"",61·5,"",40·6,"",89·4,"",43·6,"",86·8
"",(31·6–33·5),"",(59·4–61·2),"",(57·0–59·5),"",(13·6–17·5),"",(12·1–13·4),"",(82·5–84·3),"",(59·7–63·2),"",(38·4–42·9),"",(88·5–90·2),"",(41·3–45·8),"",(80·7–92·9)
Romania (Cluj),"","","","","","","","","","","","","","","","","","","","",""
1995–99,··,"",··,"",··,"",··,"",··,"",··,"",··,"",··,"",··,"",··,"",··
2000–04,··,"",··,"",··,"",··,"",··,"",··,"",··,"",··,"",··,"",··,"",··
2005–09,22·1§,"",58·4§,"",46·8,"",2·3§,"",16·2§,"",75·0,"",69·1,"",40·5§,"",79·5,"",41·2,"",··
"",(17·6–26·5),"",(52·1–64·7),"",(38·7–55·0),"",(0·3–4·4),"",(13·5–19·0),"",(69·1–80·9),"",(63·1–75·1),"",(30·9–50·1),"",(72·7–86·4),"",(32·7–49·8),"",""
