Estonia*,"","","","","","","","","","","","","","","","","","","","",""
1995–99,20·0,"",49·7,"",37·7,"",5·4,"",8·2,"",62·3,"",58·2,"",28·2,"",55·9,"",37·4,"",··
"",(18·2–21·9),"",(46·8–52·6),"",(34·0–41·3),"",(2·8–7·9),"",(7·0–9·5),"",(59·3–65·2),"",(54·4–62·1),"",(25·0–31·3),"",(51·3–60·6),"",(32·9–42·0),"",""
2000–04,22·3,"",48·8,"",46·5,"",5·6,"",10·9,"",70·4,"",62·9,"",31·3,"",67·1,"",43·5,"",··
"",(20·3–24·4),"",(46·1–51·5),"",(43·0–50·1),"",(2·8–8·3),"",(9·6–12·3),"",(67·8–73·0),"",(59·0–66·8),"",(27·9–34·8),"",(63·7–70·4),"",(39·2–47·8),"",""
2005–09,22·8,"",51·7,"",48·9,"",8·7,"",11·9,"",72·4,"",66·7,"",38·7,"",73·2,"",38·4,"",62·6
"",(20·5–25·2),"",(48·7–54·6),"",(44·9–52·9),"",(5·1–12·3),"",(10·3–13·5),"",(69·6–75·2),"",(62·6–70·8),"",(34·6–42·8),"",(69·9–76·5),"",(34·1–42·7),"",(52·0–73·3)
Finland*,"","","","","","","","","","","","","","","","","","","","",""
1995–99,27·0,"",58·7,"",54·6,"",6·9,"",11·0,"",82·8,"",66·2,"",39·1,"",79·3,"",45·1,"",82·4
"",(25·4–28·6),"",(57·2–60·2),"",(52·5–56·7),"",(5·1–8·8),"",(10·2–11·7),"",(81·7–83·9),"",(62·6–69·8),"",(36·8–41·4),"",(77·9–80·6),"",(42·5–47·7),"",(76·3–88·4)
2000–04,25·9,"",61·2,"",59·8,"",7·2,"",11·8,"",86·5,"",68·1,"",40·9,"",90·0,"",47·6,"",84·7
"",(24·3–27·6),"",(59·8–62·6),"",(57·9–61·8),"",(5·5–8·8),"",(11·0–12·6),"",(85·5–87·4),"",(64·6–71·6),"",(39·0–42·8),"",(89·1–90·9),"",(45·3–50·0),"",(78·0–91·4)
2005–09,25·2,"",62·9,"",62·9,"",7·9,"",12·3,"",86·8,"",65·3,"",44·9,"",93·2,"",50·7,"",81·9
"",(23·5–26·9),"",(61·5–64·3),"",(61·1–64·8),"",(6·2–9·6),"",(11·5–13·2),"",(85·9–87·7),"",(61·7–69·0),"",(42·9–46·9),"",(92·3–94·0),"",(48·4–52·9),"",(75·3–88·5)
French registries†,"","","","","","","","","","","","","","","","","","","","",""
1995–99,25·7,"",57·2,"",54·4,"",11·1,"",12·8,"",83·7,"",66·3,"",33·5,"",79·4,"",54·6,"",82·9
"",(24·2–27·2),"",(56·1–58·2),"",(52·8–56·0),"",(9·8–12·5),"",(12·2–13·5),"",(82·9–84·6),"",(63·9–68·8),"",(31·6–35·4),"",(78·1–80·7),"",(52·6–56·6),"",(81·0–84·8)
2000–04,27·3,"",59·7,"",57·0,"",13·5,"",13·9,"",86·5,"",60·5,"",39·8,"",89·4,"",58·9,"",88·4
"",(25·8–28·8),"",(58·6–60·7),"",(55·4–58·6),"",(12·3–14·8),"",(13·3–14·5),"",(85·7–87·3),"",(57·7–63·3),"",(37·7–41·9),"",(88·6–90·2),"",(57·2–60·6),"",(86·8–90·0)
2005–09,27·7,"",59·8,"",56·8,"",14·4,"",13·6,"",86·9,"",58·9,"",39·0,"",90·5,"",59·2,"",89·2
"",(25·3–30·2),"",(58·2–61·4),"",(54·5–59·1),"",(12·6–16·2),"",(12·7–14·6),"",(85·7–88·0),"",(53·9–63·8),"",(35·9–42·2),"",(89·4–91·6),"",(56·6–61·8),"",(87·7–90·8)
German registries,"","","","","","","","","","","","","","","","","","","","",""
1995–99,22·8,"",48·7,"",51·9,"",6·5,"",11·6,"",81·2,"",64·7,"",37·7,"",77·1,"",42·9,"",86·7
"",(21·5–24·2),"",(47·5–49·9),"",(50·7–53·1),"",(4·8–8·2),"",(11·0–12·2),"",(80·6–81·8),"",(63·3–66·0),"",(36·2–39·1),"",(75·6–78·5),"",(40·9–44·9),"",(83·5–89·9)
2000–04,30·0,"",62·1,"",60·2,"",10·5,"",15·1,"",84·1,"",64·8,"",39·9,"",89·3,"",50·1,"",87·3
"",(29·2–30·7),"",(61·6–62·7),"",(59·6–60·9),"",(9·0–12·0),"",(14·7–15·4),"",(83·7–84·4),"",(63·7–65·9),"",(38·9–41·0),"",(88·7–89·8),"",(48·9–51·3),"",(84·6–89·9)
2005–09,31·6,"",64·6,"",62·1,"",14·4,"",16·2,"",85·3,"",64·9,"",39·7,"",91·2,"",53·6,"",91·8
"",(30·8–32·3),"",(64·1–65·1),"",(61·5–62·7),"",(12·9–16·0),"",(15·8–16·5),"",(84·9–85·6),"",(63·9–65·9),"",(38·7–40·7),"",(90·7–91·6),"",(52·5–54·6),"",(89·8–93·7)
Gibraltar*,"","","","","","","","","","","","","","","","","","","","",""
1995–99,··,"",··,"",··,"",··,"",··,"",··,"",··,"",··,"",··,"",··,"",··
2000–04,··,"",··,"",··,"",··,"",··,"",82·4,"",··,"",··,"",··,"",··,"",··
"","","","","","","","","","","",(70·3–94·4),"","","","","","","","","",""
2005–09,9·4,"",57·9,"",57·8,"",··,"",20·2,"",84·4,"",63·0,"",59·3,"",67·4,"",44·0,"",··
"",(0·0–22·0),"",(43·8–71·9),"",(27·0–88·6),"","","",(7·2–33·3),"",(73·4–95·5),"",(23·8–,"",(25·7–92·9),"",(54·0–80·7),"",(7·0–81·1),"",""
"","","","","","","","","","","","","",100·0),"","","","","","","",""
Iceland*,"","","","","","","","","","","","","","","","","","","","",""
1995–99,23·9,"",54·1,"",51·7,"",··,"",14·3,"",83·0,"",63·6,"",30·4,"",74·8,"",39·1,"",··
"",(17·4–30·4),"",(47·9–60·2),"",(42·8–60·7),"","","",(11·4–17·2),"",(77·9–88·1),"",(51·0–76·2),"",(21·1–39·6),"",(68·7–80·8),"",(30·2–48·0),"",""
