2000–04,34·2,"",60·8,"",72·2,"",1·6,"",14·5,"",88·1,"",70·7,"",34·1,"",79·5,"",56·6,"",··
"",(26·1–42·3),"",(54·9–66·8),"",(63·8–80·7),"",(0·0–3·7),"",(11·5–17·4),"",(83·5–92·8),"",(61·8–79·6),"",(26·9–41·4),"",(74·8–84·1),"",(45·6–67·6),"",""
2005–09,32·3,"",65·1,"",76·5,"",11·0,"",15·0,"",85·3,"",73·1,"",38·6,"",83·5,"",54·4,"",84·1
"",(24·3–40·3),"",(59·6–70·6),"",(68·3–84·6),"",(4·8–17·1),"",(11·9–18·2),"",(80·7–89·9),"",(61·8–84·3),"",(30·0–47·2),"",(79·4–87·5),"",(43·1–65·7),"",(70·0–98·3)
Ireland*,"","","","","","","","","","","","","","","","","","","","",""
1995–99,17·6,"",50·8,"",48·1,"",6·8,"",9·5,"",73·1,"",58·9,"",28·1,"",69·8,"",47·3,"",79·8
"",(15·7–19·4),"",(49·2–52·4),"",(45·6–50·5),"",(3·8–9·8),"",(8·6–10·3),"",(71·5–74·7),"",(54·5–63·3),"",(25·7–30·6),"",(67·8–71·8),"",(44·2–50·4),"",(72·9–86·7)
2000–04,18·7,"",53·6,"",51·5,"",11·8,"",10·3,"",77·7,"",58·1,"",29·6,"",84·2,"",54·9,"",83·1
"",(16·9–20·6),"",(52·1–55·1),"",(49·4–53·7),"",(8·9–14·7),"",(9·4–11·1),"",(76·4–79·1),"",(54·4–61·9),"",(27·3–32·0),"",(83·0–85·4),"",(52·2–57·6),"",(76·9–89·4)
2005–09,22·7,"",58·6,"",56·1,"",12·8,"",12·9,"",80·0,"",55·9,"",32·2,"",88·4,"",56·4,"",85·3
"",(20·7–24·7),"",(57·2–60·0),"",(53·9–58·3),"",(10·0–15·6),"",(12·0–13·8),"",(78·7–81·3),"",(52·6–59·3),"",(29·8–34·6),"",(87·3–89·5),"",(53·9–59·0),"",(79·1–91·5)
Italian registries,"","","","","","","","","","","","","","","","","","","","",""
1995–99,31·1,"",57·5,"",53·3,"",11·5,"",12·9,"",82·8,"",64·4,"",36·1,"",79·1,"",47·0,"",82·8
"",(30·4–31·8),"",(56·9–58·1),"",(52·3–54·4),"",(10·8–12·2),"",(12·6–13·3),"",(82·3–83·3),"",(62·8–66·1),"",(35·0–37·2),"",(78·2–80·0),"",(45·8–48·1),"",(79·7–85·9)
2000–04,32·0,"",60·1,"",56·7,"",15·5,"",14·0,"",85·5,"",67·1,"",37·9,"",88·6,"",47·3,"",83·0
"",(31·3–32·6),"",(59·6–60·6),"",(55·8–57·6),"",(14·8–16·2),"",(13·7–14·4),"",(85·1–85·9),"",(65·6–68·6),"",(36·9–38·9),"",(88·1–89·1),"",(46·3–48·3),"",(79·9–86·1)
2005–09,32·4,"",63·2,"",59·5,"",17·9,"",14·7,"",86·2,"",68·3,"",39·2,"",89·7,"",46·7,"",87·7
"",(31·7–33·2),"",(62·7–63·7),"",(58·5–60·4),"",(17·2–18·7),"",(14·3–15·0),"",(85·7–86·6),"",(66·7–69·9),"",(38·1–40·3),"",(89·2–90·2),"",(45·6–47·7),"",(84·9–90·5)
